o_n,o_d,a_n,a_d,period
77089,76289,73781,9053,83702
53417,18526,81856,76301,456022
32067,31364,53152,28251,83228
89057,23756,1937,1795,13991
95795,63454,7311,1529,13346
33797,14942,22492,2271,56011
75073,66337,66096,59813,142490
6489,3809,76651,12395,151699
3705,98,94571,91718,7042864
84377,71836,33063,10519,51191
91751,6493,95311,32643,1808087
8640,3517,28615,7976,89891
36131,25607,77473,39549,165115
44703,21628,84673,72983,325859
36625,26617,71239,43698,158153
35619,22349,95992,59627,248020
62217,12971,10047,4252,68587
19315,12138,47999,40469,140778
4423,562,89,24,889
38701,36003,1617,1588,3446
90100,65543,9992,9275,26486
62596,14395,78097,49108,553145
26186,359,9071,5674,1075523
5963,3794,72287,50544,193052
57047,3224,52774,29375,1453584
43131,33943,69647,39873,139166
98657,36898,62935,14244,206360
21098,20913,10957,10340,21485
59911,15299,53432,39099,362352
73414,877,29407,15816,3785635
87907,10903,437,239,5450
8285,7777,48129,25433,78367
16339,6391,81121,23541,267576
12527,5102,93677,64965,389516
41749,6506,88427,59590,949826
22085,17903,90723,33407,153126
95939,80246,4498,1853,7593
765,188,20932,11693,132756
91622,28235,8684,8561,55960
76856,36693,5503,2669,17117
85013,59872,3286,97,4803
35239,12315,93677,61007,442623
46889,46241,49293,29492,79889
32725,24653,19661,13536,44067
86961,890,58298,47855,10372102
94485,6809,49781,5582,768244
24617,1316,53741,41295,1777737
68801,9085,56450,261,429474
46820,7579,69109,8297,478183
29098,18335,33061,137,52686
12449,386,13707,13567,879622
44930,20747,49167,34265,180681
32515,26562,77818,10749,108417
40674,22073,83441,3945,161027
22658,1529,79421,28780,1603413
18677,2488,1576,461,15291
30237,24494,11259,7021,22566
86260,70297,54805,7562,76530
84653,78082,64143,56275,130551
55457,25512,43694,18665,135554
10157,4149,95583,77083,422696
20637,3913,98823,50284,786384
1047,292,64279,35857,359049
65503,58512,45811,33266,88525
81647,22665,63463,37177,362540
61742,60251,6250,3479,9970
97637,66217,59041,16170,110898
24662,23075,48219,31844,85570
79644,74357,63274,61355,133490
37224,16249,61243,31084,211507
18763,8859,13831,3565,36844
93181,81095,81517,13300,108948
68455,42279,44927,17796,101556
86583,69143,44135,38016,102872
6917,6803,77289,41819,121104
50764,32503,65462,61261,197919
841,171,79987,23787,510374
99923,64729,34637,25890,93436
49872,42643,41535,22978,75450
69514,13855,7489,4272,59008
42757,16820,11954,2377,36430
80800,34013,85634,69881,369435
93482,22671,58691,29997,365698
10207,5395,81191,1972,157339
82441,43429,24098,489,46674
526,67,28079,8646,288319
54630,53837,84698,41921,128484
20859,18121,55463,24045,91522
37491,31307,44859,9229,64771
44333,24256,26926,9929,67360
46161,27739,96627,75760,286872
97351,40252,9949,6006,38588
86813,54898,19172,6905,41237
96414,83699,51545,44427,110552
5784,5705,2220,917,3180
32453,17637,66860,25523,169989
90944,44271,62851,3917,137159
78774,12091,27775,17104,292391
86435,77058,67351,53172,135189
48805,6298,71944,66261,1070990
65131,14602,94951,57611,680490
13151,9208,76768,49899,180908
51424,2061,86717,64926,3783644
17549,4283,21895,7247,119405
17047,16286,78147,57106,141573
46409,29066,55899,1883,92259
13311,8348,45429,28846,118433
76905,29939,99476,98017,507305
7620,6419,32011,30592,74316
50816,421,82109,21936,12558552
41435,38081,89071,55789,157618
88848,56729,72953,3514,119761
49650,4913,61344,13423,755583
48723,4595,15317,6526,231612
91377,61898,52316,1263,79096
73223,61321,75194,63325,165404
36871,8690,97668,21383,505124
3517,876,44871,19045,256612
51018,28187,68013,58415,228833
85051,43102,73229,63650,270097
66118,9271,91035,4639,682318
33396,9143,96021,33842,474342
74551,26662,44376,2285,130472
84570,56237,49507,46595,144520
35632,2469,24797,3488,408202
19103,1615,42197,23174,773240
88048,59819,47456,45077,136200
55597,42981,58933,15212,95909
23584,21183,41556,21379,70069
79765,12996,44617,34532,485789
17187,12553,31833,4628,49921
93782,46005,83244,9827,189727
26707,2955,91455,20744,1014044
48701,9631,19528,13027,164621
98913,4210,41291,29125,1654408
6087,2075,62117,4794,196283
6053,3175,3055,2206,10030
32111,26583,19532,7645,32828
83738,55925,8188,581,13130
72573,44759,47525,26372,119818
20243,10566,99462,10631,210923
94542,17993,47734,41581,469295
65721,48481,12493,3385,21524
38352,24287,30131,29360,93943
9707,7996,25458,19135,54135
59804,17223,52198,29323,283068
61027,39917,16548,2659,29365
97639,54016,17203,16274,60513
24233,6088,21217,9378,121782
13834,3709,22289,4517,99982
99574,99423,1233,407,1642
61129,46041,37811,812,51280
28012,19905,19414,4831,34120
18993,17636,82402,70537,164707
39610,15279,45609,42982,229667
84869,50409,7668,2009,16292
85297,41127,19708,7987,57439
68858,35651,68009,63308,253632
48031,28449,30832,23625,91941
3629,2653,56517,1249,79017
54175,1553,73165,25602,3445397
16094,2759,31453,22990,317580
47839,6181,42653,30036,562590
86530,407,96632,92103,40125896
3421,1152,74937,2899,231143
82663,7551,99124,1943,1106410
29335,27562,97638,78571,187544
18132,8599,18150,3007,44612
16817,12578,93885,21137,153786
75933,41297,16619,7192,43781
84308,2243,87499,42359,4880993
759,727,72624,25957,102920
99540,90341,52888,25391,86250
10004,5631,45041,28222,130159
99262,10299,83335,55158,1334799
76503,1678,37318,15645,2414677
46963,37146,85432,7047,116920
79511,56734,46325,28591,104993
11695,6414,40151,37246,141122
37022,22529,3525,2249,9488
29047,20619,28089,431,40178
49883,11444,13881,3158,74271
56923,32478,28793,3381,56390
600,179,14011,3156,57543
95474,44639,65714,41513,229338
76166,51789,36111,14047,73767
31886,2695,37171,540,446180
75283,75193,68521,62918,131597
37489,14826,35179,1628,93070
39829,19316,31806,28867,125105
35022,16075,54279,34298,192979
89542,41693,9611,4566,30448
40349,13182,90413,75887,509030
18835,18496,14297,3588,18213
53711,47330,22533,13915,41362
79264,15173,14171,7651,113998
49008,41047,9294,9241,22130
22256,2997,77215,70148,1094331
43805,17459,87223,13395,252453
90082,37167,7634,6939,35321
20054,4825,98645,464,411924
74425,9851,90877,23894,867103
35445,12841,55807,41408,268343
53454,30931,93343,15594,188262
81229,26876,19118,4239,70593
17561,4282,48651,41119,368157
96193,88338,3404,1777,5642
2059,223,6123,2096,75887
6294,3323,23862,19817,82731
58241,31955,44910,35443,146451
91628,39729,29647,15971,105210
44179,8318,12949,5988,100579
47273,2020,65933,40919,2500601
66983,58854,16236,13613,33972
82064,58901,91453,69026,223588
35635,642,85937,10732,5365731
20987,12137,69852,47263,202513
6761,2009,18173,491,62811
17113,12045,36320,26869,89776
39316,31763,97775,88654,230761
54402,42617,38022,12289,64224
29435,20392,71500,35261,154105
81497,76789,85207,65163,159590
95577,65080,59098,55197,167854
86516,11663,929,305,9154
93771,83327,15740,15257,34882
13785,13627,39041,23907,63678
22873,20437,38825,4527,48519
79671,16931,1005,454,6866
13825,4201,62323,29653,302682
12659,10782,64545,42469,125644
32592,6271,44629,6652,266521
4845,3416,6663,1685,11840
88685,64319,16519,11656,38848
63436,835,23308,8465,2413835
85623,16880,13861,12626,134354
11432,1167,80655,15209,939090
94013,86632,44801,24242,74926
51992,21609,35113,2604,90749
6403,4919,53002,27501,104790
85351,29158,44683,31736,223693
7712,6409,92034,29113,145777
43343,18968,67019,43418,252355
94897,38374,15019,10149,62239
79002,25145,15418,5637,66152
88971,30506,48487,37220,249965
8303,1381,3575,3451,42243
86337,72982,94051,51301,171950
85129,74377,30127,22170,59857
97290,79729,3930,1831,7030
4025,2111,1930,483,4600
91135,26536,46274,10473,194892
9274,7689,16070,8989,30224
47221,28224,91783,25258,195819
16785,6292,90137,21510,297838
32631,19565,9969,1682,19432
33059,24877,53239,38483,121889
64364,2191,7993,4945,380073
37304,30319,32266,2697,43018
82085,76259,83087,19725,110666
53118,13057,91863,22922,466964
32088,29399,68215,55792,135350
47703,23714,64473,26569,183140
48600,11881,2901,1775,19127
4659,3760,78844,63603,176506
11665,9821,12532,2915,18348
14548,1043,95089,40399,1889817
78643,32577,93883,47349,340943
29448,28829,79685,67536,150382
44141,2662,5699,1699,122673
57163,31448,97419,12863,200460
26927,11620,60595,21937,191251
38459,896,47909,39633,3757564
62655,688,30725,20797,4692021
18173,1432,53406,11069,818229
2617,2137,59881,37949,119804
93978,45715,65851,19606,175677
11047,6338,45166,12985,101356
35525,23323,73743,36046,167228
64537,52242,37213,2864,49509
34429,18990,53642,15015,124476
59489,29530,73813,1758,152240
16042,13279,18041,7488,30841
51443,12589,80072,59535,570482
20512,18655,54829,18580,80716
96217,5226,62224,44625,1967220
90548,28683,3743,645,13853
83189,80173,19510,5931,26398
41258,25223,93042,33703,207320
35099,15837,1857,775,5833
32356,28735,9986,9057,21443
11857,6182,13439,9334,43678
28543,21572,87650,39421,168134
1049,849,82516,23629,131150
40338,32515,86970,6127,115496
30899,10753,66127,36162,293930
32946,16645,61310,43783,208014
18067,8661,44147,32103,159059
56861,19468,8168,193,24420
47279,46348,99303,75646,178463
13110,10207,51989,7023,75796
31512,6745,20891,20782,194692
79847,69632,60076,1631,70760
96518,81203,47703,36790,100428
9333,8141,82640,47803,149543
19236,17399,12283,12155,27018
21287,298,30497,24310,3915022
30993,12125,83298,78803,414350
26993,22035,90437,43235,163749
44783,6168,26477,9370,260269
47907,27989,2301,2062,7468
73981,39763,79028,29435,201801
88069,87771,20024,7651,27768
74884,45673,44471,20938,107243
28959,7400,85903,70932,613754
50727,21251,33379,24691,138616
42263,38557,38897,14354,58369
91292,77543,28543,5214,39742
35613,21929,7259,1816,14738
94690,51467,32655,9368,77315
69244,43601,89951,68387,251461
50275,15393,65085,44047,356435
66498,29795,40729,40602,181519
80137,64376,86306,67373,191304
91042,74801,94722,91465,226613
10579,4519,93957,82559,413225
19853,14670,14745,326,20396
11278,3277,45596,237,157737
8300,5403,77270,50931,196940
20197,18306,42617,20462,69595
11481,8057,9383,4904,20359
13569,13288,8668,4131,13070
78389,52012,95075,1339,145309
63311,49426,28443,11630,51331
17997,6392,6318,1319,21502
8239,3540,6861,3641,24443
67335,37994,78352,9257,155265
70854,61487,24023,10162,39393
35843,33167,14644,13011,29886
11278,10541,67975,43327,119084
81816,26423,19380,13921,103113
40867,37126,69847,59010,141842
61261,20081,86153,52034,421566
86437,35851,75949,36688,271569
98001,2608,16735,10306,1016122
82462,50825,24963,16693,67585
97667,16703,6482,3891,60654
29598,8573,31944,21539,184648
5987,175,28711,10624,1345707
81238,70977,23679,205,27337
72349,15645,80000,40921,559189
22253,9587,35979,15035,118412
35358,27811,93805,47322,179424
5172,1885,127,110,650
45712,16277,31948,20359,146898
64863,4084,16370,3523,315945
47597,16707,22970,13779,104695
74514,40501,60077,20098,147507
299,11,75094,28817,2824490
70760,68709,459,392,876
99473,46466,85540,54781,300395
14406,11161,69343,2345,92531
3943,650,73803,60820,816644
79301,38381,73075,38079,229662
92166,81371,83611,81569,187094
31339,4448,93537,61912,1095237
96347,81375,69053,53058,144578
95255,24161,86621,48604,533126
16266,3829,44919,20704,278773
8616,979,80477,42571,1082923
36395,12926,33317,15445,137296
68032,38853,23225,5824,50865
8146,1895,45186,17077,267649
58836,12797,90162,60109,690892
21341,15680,36196,21541,78582
84609,41795,72308,27903,202865
28997,25712,31235,4086,39834
59571,19258,39205,27387,205990
71203,47555,5314,1417,10078
24901,9909,70451,47458,296302
11497,5656,3647,3032,13577
25310,15809,80849,53502,215094
45928,30813,32015,2661,51686
63820,23507,56673,37051,254455
63145,11517,81368,36793,647849
24817,7024,18838,537,68455
13141,7482,25352,24419,87415
20249,4716,73729,63604,589664
98603,36654,32649,19259,139638
15253,5993,64314,26527,231202
92816,43557,16589,9580,55764
16209,13480,47681,43728,109914
19353,6160,41113,8170,154833
62511,42818,478,93,833
4609,4153,12997,3341,18132
6237,827,78936,65267,1087538
22233,18821,20501,16802,44065
85185,4042,41007,1243,890418
3298,401,97603,43326,1159062
15421,4322,81921,47909,463237
3497,915,81411,79760,615973
58203,24368,21319,14597,85785
68647,37060,39723,7582,87624
46942,39685,95251,70640,196227
72566,45829,25410,7717,52454
12232,11291,96234,27151,133668
60981,28516,97429,19287,249595
29467,1448,17879,2624,417239
50848,3077,55152,40723,1584353
4205,512,80332,76907,1291386
79691,26111,45332,40787,262836
27547,26655,83131,38131,125320
91880,87839,37831,4320,44090
33767,11782,90597,76796,479745
51853,42436,2145,976,3813
86526,31063,31355,14102,126621
69499,67531,16448,9423,26625
93949,8110,93788,53999,1712015
39398,26077,94307,70219,248572
93843,67355,61087,19360,112084
99570,97099,10578,5609,16599
44643,27574,22259,20027,68462
23838,16141,439,142,858
98387,39881,28163,4952,81695
89743,70912,80459,64800,183833
857,25,83973,58337,4878387
45300,3223,51899,9985,869794
95324,77197,94309,19743,140833
36742,34515,25103,14647,42315
26749,26457,60329,4890,65938
26693,23406,64826,2091,76314
73223,67825,46383,5930,56476
36235,7294,61256,25465,430811
94458,21923,73005,41924,495186
31947,10226,15685,11482,84872
50194,30957,43904,29371,118809
89389,72955,40486,1141,51004
15767,12270,92411,84603,227464
62833,37642,24392,19483,73237
11031,7535,68561,40255,159304
78222,32477,95013,17504,271002
317,226,28486,11497,56083
68296,66783,6283,1799,8265
65609,11347,32805,6829,229166
71214,34193,98122,21571,249286
3935,3834,13067,3044,16536
29623,25364,80081,64017,168294
32395,16838,94846,39737,258927
77634,34193,63537,53816,266446
18853,1525,69724,35381,1299373
73994,12971,45291,32189,441990
40740,743,11982,4511,904341
78076,47229,58757,23916,136670
61939,25508,46333,41254,212680
7977,2171,99415,78436,653485
22921,4793,82709,29940,538708
3007,76,97477,66197,6475891
17579,12936,18226,4263,30561
99739,73111,69167,35134,142289
66397,31416,28022,27895,118179
43457,1393,84979,83835,5266440
23389,16173,63868,53867,170266
94088,73179,15857,5889,27959
66883,59654,63009,44348,120367
24458,10711,74035,48181,279073
82486,25777,88976,19619,347502
93961,91403,32598,19741,53804
4464,4439,56278,9801,66451
5224,3389,6960,6883,21338
64617,63158,14992,11957,27572
44576,15593,71384,63293,385003
31761,26776,34207,23884,68906
72690,68683,10506,3227,14534
24892,1767,99857,96055,2759842
11897,560,6499,4662,237111
88966,78881,88295,11937,113047
87239,42991,80443,21771,207417
75534,48703,46354,21349,105001
21464,17379,42444,12047,67299
74417,2908,23961,10627,885122
1091,860,21332,20419,52965
71597,9254,79855,15231,735668
19144,5591,47059,2317,169067
9664,2873,35831,30590,223422
34691,7971,11741,10237,95651
31148,3959,54869,43067,770525
26381,23797,46321,40663,96429
62761,1319,390,329,34212
11486,10277,22659,8174,34460
25269,11816,37939,36823,159882
26476,229,51608,8385,6936134
56279,53224,66181,32921,104790
44239,29323,97709,62735,242058
43021,7379,91262,77781,985554
48931,11335,47499,15232,270797
65455,34149,29797,20910,97193
66977,30575,91177,18867,241060
85072,55057,35453,16121,79690
16312,8051,67526,2463,141804
42963,40724,95383,49258,152594
8383,5028,5500,3753,15427
82725,38096,51775,45667,211594
5478,2531,99254,64523,354473
27647,26313,64286,40405,109999
4883,4236,39,8,54
28123,15258,82646,91,152498
66081,57748,1351,283,1869
92976,52105,69917,8515,139954
4265,3761,121,53,198
63344,2049,94781,79134,5376511
73753,43776,42605,14562,96314
74031,38876,74104,35219,208183
75996,24421,87532,38017,390697
99682,35919,49687,32533,228176
8491,1737,32785,22289,269219
55445,23609,31618,24047,130727
24,1,40257,3289,1045105
67387,26918,60595,36751,243698
56576,19011,67429,43357,329695
52876,7727,7142,6951,96438
83732,71263,65689,17139,97320
87541,38813,6724,1975,19620
44093,14186,90022,20549,343677
60751,33198,16209,7841,44010
49065,23671,37724,35497,151771
36401,9292,89297,39573,504843
93559,93541,58174,27309,85500
90627,55339,15913,12466,46476
45145,43556,26627,9054,36983
30878,969,64616,58323,3917555
26812,11459,33413,25193,137128
40208,39687,42852,26971,70740
40110,32843,27997,1632,36185
27907,3594,70360,45493,899585
36705,5732,11356,11129,143983
87902,80515,87273,26944,124697
32481,13244,22244,2607,60947
78749,52748,87228,73903,240557
39733,31315,15655,11823,34865
69624,21343,99941,67209,545268
69154,64775,65847,14122,85375
2966,2233,51833,15502,89438
70740,3277,97497,55919,3311763
39409,3658,27603,593,303766
51484,31161,41543,20745,102912
91508,66891,54203,32283,118314
72572,19783,89690,71229,590315
91508,82191,14094,8419,25065
20165,6854,13892,6511,60027
30543,29584,67053,8234,77727
48099,32579,49322,24477,108956
99732,13655,11735,7151,137937
13722,1025,47162,40953,1179623
66063,47944,98743,36243,185999
97691,48460,44262,5423,100161
61117,16165,41216,13337,206255
36706,30967,9611,8399,21348
17888,13977,7027,5209,15660
14269,7974,15236,107,27455
57029,21708,11888,973,33787
38075,11309,99235,17006,391359
4840,3033,15295,4363,31370
80546,65565,31351,28200,73158
37664,61,83679,18257,62939631
18231,5999,15414,2173,53447
22419,12550,50963,13043,114339
15185,15049,47711,41319,89835
22979,15647,4236,1303,8134
43984,30033,75395,74061,218881
48715,17084,51239,47591,281813
54804,54679,90613,32965,123861
21503,15610,75211,47412,168915
13530,5971,64204,32889,220008
68949,7778,88877,55482,1279687
19515,12532,42217,8158,78444
57495,51607,88026,24023,124833
87386,5659,18973,18826,583691
77901,48016,496,367,1400
63022,33699,37461,29245,124750
49586,35385,99008,96737,274303
61760,21489,81859,64026,419278
83197,8579,27179,3042,293076
95758,14367,45979,38758,564784
15399,4618,45518,27431,243253
65911,41735,37721,35685,115928
72245,21958,44901,24175,227270
92251,14456,65325,54658,765672
91431,26725,31385,5659,126734
29273,2640,6805,4871,129466
15307,14359,18547,7645,27921
19401,7811,68191,9873,193896
34750,24519,36958,17005,76480
80561,67439,29917,26789,67740
88939,79127,40631,26569,75533
33908,18309,281,172,839
97685,51297,64805,55787,229644
33263,736,9859,2373,552817
22629,1760,96862,3675,1292643
34637,29251,82831,40464,145997
26123,22548,36243,21326,66697
56202,17863,21899,5710,86866
54721,11108,41693,18834,298172
28753,1862,43669,34112,1201094
17544,9133,59605,24979,162481
66938,43751,36143,7626,66965
85720,57557,13819,8084,32620
31264,28859,94276,74761,183124
80864,71427,37759,6231,49802
65495,28586,15549,2282,40854
21047,15681,36067,34630,94890
4891,3454,94789,28253,174232
45583,35317,7117,6431,17486
1367,876,10235,7002,26898
66841,63851,53776,21015,78294
80417,8369,82187,13809,922417
15913,4398,27889,9314,134609
13681,10953,47741,3455,63947
87491,48141,50566,4695,100431
98698,4167,88278,68503,3713456
53876,52417,60901,30252,93691
39158,31883,99299,95121,238782
40699,39601,54140,27617,84024
38398,18275,10343,178,22105
13103,11336,23774,4713,32927
4541,2784,7269,500,12672
43256,11059,79933,27943,421944
69546,40711,86621,48215,230338
69161,40023,14862,3791,32233
30998,11509,17405,6679,64868
18197,9301,97627,71033,329975
24151,15992,5231,2737,12033
24965,3506,53993,7884,440605
47155,21551,11945,9401,46707
11813,4814,220,153,915
52708,4195,49169,47279,1211819
17185,14909,97321,34926,152435
91819,82263,78601,60105,154819
97961,36435,93665,311,252669
62397,58595,60549,21022,86864
32157,6317,3199,2812,30599
79637,40621,88937,61920,295753
29028,6329,96019,94609,874316
28411,22872,13417,12807,32575
16575,15892,10337,9905,21112
98153,47119,17403,9533,56110
13369,11429,75761,43831,139892
47981,34939,5577,3683,12716
80011,12880,48833,7963,352819
71447,32513,86452,7459,206369
86172,57247,3688,2289,8997
6910,5833,96869,50024,174015
8133,6169,67784,57789,165552
47263,38150,97337,54481,188084
76343,7505,70281,40667,1128595
14753,6758,86244,56479,311571
78275,50821,1243,1110,3624
5477,4608,15868,15027,36721
20142,7679,24635,11083,93688
8821,2008,30124,19655,218676
70683,46471,84248,56171,213579
96904,94989,27052,26707,54843
98162,38391,89953,46341,348490
5989,3608,72725,14154,144212
23033,4797,86195,50193,654872
48103,25044,79756,33833,218175
36801,1207,92477,73837,5070854
69378,63127,6263,2375,9494
8222,4815,91811,77250,288685
36219,10754,33513,3091,123281
56919,33070,70013,29190,170745
12896,3019,839,137,4169
35123,35036,41471,20131,61754
905,341,40887,22144,167282
95461,28634,97093,363,324902
63431,7152,90021,72395,1440466
73009,29530,79129,44696,306140
65054,24931,94081,15446,285796
62309,23615,6059,4951,29050
86804,29985,67533,42701,319118
43991,20516,19688,823,43980
30027,23078,69013,28732,127177
78468,76175,48247,17642,67873
7546,7137,39547,28737,72197
22474,13949,31993,11805,70565
98915,91139,55409,7727,68523
86020,45453,6113,4677,20420
22900,22277,31899,19318,52650
94573,15830,27584,2423,179270
38445,12346,39483,8207,148505
84559,77368,54187,13626,74116
48049,40915,92504,11909,122619
45247,39887,71764,12625,95729
35903,9756,28491,21539,184115
49025,46646,3989,1106,5355
4067,104,47141,19713,2614378
43627,8779,63223,15221,389825
22543,4348,2189,1568,19479
56495,43956,26981,8038,45008
21864,1879,44775,30614,877224
15753,7468,7145,3598,22661
2676,773,86015,3076,308418
39256,38765,80243,34382,116077
85533,12055,28953,22528,365270
89678,18479,13369,4770,88028
78931,44151,22195,20243,75869
9246,2693,95029,12688,369830
14119,7047,84082,63277,295241
49438,11317,817,259,4701
86579,62340,57312,46741,144511
9629,2509,14529,4762,74035
55921,48911,98879,82778,207692
14124,7847,45454,615,82920
91183,60826,61411,12955,111480
14919,6991,96225,92471,402682
76922,53553,93963,79228,248766
244,97,42143,11830,135767
20408,14277,74023,18902,132830
77602,34277,87739,32750,272783
94397,81906,66525,31964,113509
64802,15665,99496,53353,632296
35519,16512,73307,13359,186427
75345,7829,42281,29100,686959
51235,11253,90989,23917,523168
62436,40025,91303,60881,237395
81407,51298,53606,26185,126624
60088,6067,61412,22251,828604
1926,1243,98182,96701,301966
24912,15613,83740,63863,235514
72963,15251,46417,45807,441213
78575,52918,57182,51965,162066
13769,11915,3495,263,4342
11203,10092,2626,389,3347
6695,116,84143,32357,6723857
32951,21098,15461,9772,39409
37647,8671,51761,29770,353984
12101,1236,29081,16125,442588
93509,48950,92827,16483,208815
45707,32546,19671,5125,34823
18994,7707,75885,66898,351890
73859,6840,82567,8034,978318
82436,879,31331,16085,4446855
30313,22932,32653,12003,59029
53633,27012,33279,15686,97221
65561,52394,65878,9279,94044
74332,46989,15039,8833,37763
66345,36646,52703,27542,145278
78601,64269,22007,17049,47765
16534,10023,60003,12230,119156
42279,10418,71413,53561,507177
94467,90455,25660,5049,32071
3109,363,31924,19083,436861
82467,76388,18213,8201,28516
76283,26984,85400,40489,355885
89359,75141,68659,46487,136934
66483,326,97823,9945,21977730
86621,69146,65553,48281,142602
81533,33569,70519,4209,181500
83106,24461,73011,54670,433795
44207,43744,2471,2424,4947
69472,59999,45534,13901,68819
36055,28851,30179,25924,70112
76120,10457,30793,18759,360706
5761,1199,40374,5465,220249
95848,49369,13957,13869,54023
2764,359,19135,18936,293115
59612,51553,22639,15253,43816
32348,28639,58405,46381,118356
85795,16066,6787,4797,61860
90355,43888,81076,55525,281229
82343,24573,92535,75187,562029
15289,15104,3025,3009,6108
73855,34056,5518,5509,23914
10881,763,87977,62548,2146609
14277,2171,5655,4327,65644
16027,1224,39715,17301,746565
55153,9592,37493,31444,396380
18094,3837,25099,21585,220146
23447,21894,44269,15184,63671
1967,615,46595,42136,283795
96931,3807,92639,57060,3811525
92611,40892,17123,634,40215
20768,18459,80708,29709,124229
28635,22597,12766,1141,17623
64342,45341,94956,59765,219560
61249,38716,78437,35435,180146
26311,13549,3888,3667,14672
91867,76858,47134,3401,60404
2779,1030,68056,49829,318061
33927,26785,14111,7868,27839
66801,20009,59893,50024,366963
5379,3032,3070,1821,8677
26718,2365,55037,49742,1183714
86808,59819,84646,66329,219092
86689,48194,92893,37370,234311
69817,65026,31447,25165,60783
49187,23563,63629,46811,230540
31743,18164,93906,21151,201072
13634,7577,59830,16769,137832
15072,9451,35285,2127,59663
24770,6277,79369,36454,457056
69371,2650,87668,73095,4208411
60789,14990,84584,73627,641593
78451,75511,21236,977,23078
88273,78014,26581,5769,36604
11547,9632,95077,74450,203231
55111,26685,30071,25349,114455
47861,27290,3766,2711,11359
30083,16801,33946,14489,86725
9203,265,28323,26687,1910404
37018,22599,17820,17207,57375
73267,48002,21901,7140,44327
916,761,13801,3134,20384
5238,4781,97207,27988,137162
4792,2095,48855,21026,159842
90899,58660,47232,8219,85927
67394,39129,7996,4747,21948
52765,29819,95483,18013,200833
94039,63431,57867,51941,162795
50014,15157,33651,14296,158212
8843,7497,22855,14032,43510
27095,11776,41743,1746,100063
25843,11823,47995,38549,189170
98955,36239,73486,45615,325220
18532,9829,26637,17294,82829
81022,15387,32429,8302,214474
60158,42361,22301,19631,59549
41821,37741,85333,17660,114127
17567,16899,1811,663,2572
1325,776,49147,39215,150876
73007,43240,76385,62608,234678
57997,36835,46428,33901,126479
61560,12991,47189,3444,239932
73532,1625,8381,2600,496896
13543,1718,10613,6754,136904
11734,9873,46917,24710,85128
8384,5593,46298,16633,94335
94427,40109,8500,2899,26836
88683,59755,10933,3125,20863
27887,24398,17227,9397,30431
28579,24733,62046,54215,134340
42651,808,4084,2635,354668
73837,54348,6943,4138,15054
76025,3563,54619,47704,2183303
85887,24986,9071,2685,40410
81584,51689,68503,57659,199129
2263,1792,7081,991,10194
9578,1807,27167,22837,265046
42271,14274,78277,3753,242924
48736,7919,45716,42613,543604
82150,53089,64878,48427,175329
24867,18698,43874,1219,59971
58009,2628,53523,12257,1451991
27779,3427,90702,31505,990601
33442,12729,29094,19379,127350
49769,14084,12775,11681,86421
21473,4979,62184,33557,412903
14193,8915,24262,20763,71681
72008,64751,84059,33480,130712
54809,40657,36813,25502,84005
13672,4167,51872,2565,178608
90468,38125,49660,27169,182310
40869,37276,89014,13275,112148
4550,3071,5029,2921,11778
47037,46373,86468,22405,110432
64019,13343,98427,18734,562132
62516,43191,72647,56323,186675
19503,14299,57902,26451,115052
46006,13981,5391,4357,32077
29138,4011,31277,23247,396091
35512,3687,35494,14701,483462
97341,82658,84217,21030,123942
17146,10425,28757,4257,54298
399,275,42701,18800,89233
5239,5205,27273,17861,45429
48925,44769,38496,18305,62074
74566,55579,10521,2575,17570
10609,6205,47301,10970,99628
45347,5450,27537,24098,429631
76269,43082,11719,7275,33626
2438,903,79432,46529,340081
45757,17611,82521,25456,280546
42107,8780,47369,45744,446550
61486,50431,13858,3785,21510
93474,12485,25709,21491,353382
95981,80105,40469,2260,51197
16205,6733,93866,7233,243325
12983,7699,38507,17513,94468
89442,10715,51887,22028,616995
93581,77924,77381,31603,130881
19079,5833,93032,61357,504986
79022,16893,28371,781,136367
87723,38555,19126,7195,59887
43114,12983,17241,8948,86968
51170,34409,46321,25097,106207
91296,7243,43853,1585,572733
71579,27861,48499,24589,187774
36017,10723,30307,27087,192778
27670,11593,80597,60409,336551
22350,15383,77029,37861,166924
163,100,39661,15729,90286
46216,33381,61084,26855,121751
47436,42883,5061,3583,9562
99161,32269,95332,70869,510727
39423,5563,32065,13707,324370
40601,26793,517,458,1478
13980,857,32192,1771,554029
79689,35306,62098,47089,246446
19823,11684,45983,5078,86630
48064,11277,92774,4643,415204
5404,4315,55779,12160,85085
56827,32505,76411,51262,223205
88969,54299,32009,20867,86637
8345,7988,78511,56753,141309
4767,1468,43717,24413,221237
93317,3781,27336,23837,1262976
37281,22306,45659,36382,137118
34823,10355,31344,14225,153245
5532,1783,16423,15215,98161
79063,47467,31609,5242,61381
65537,51862,43509,42830,109105
27523,18791,74976,54215,189225
7792,767,82433,81074,1661077
63205,25829,85997,68302,377578
17689,1291,215,174,5330
57767,57503,15717,3563,19369
51744,3013,40624,38287,1355184
62059,18752,11561,7305,62436
17740,9377,92715,62681,293988
99585,68078,6898,6083,18989
52950,22603,96317,49962,342675
71017,14141,62954,4757,340048
988,229,73001,17147,388936
82360,5039,49846,18019,1109220
45063,2453,37251,22360,1095087
39271,16410,77519,60968,331415
86608,84429,41876,20547,64034
6013,337,27637,24179,924539
80000,8867,46319,2852,443632
